vessel,begin_date,end_date,begin_port_id,end_port_id
35,2019-07-26,2019-08-22,160.0,138.0
35,2019-08-24,2019-09-04,138.0,120.0
35,2019-09-05,2019-09-19,120.0,160.0
35,2019-09-20,2019-10-29,160.0,136.0
35,2019-11-01,2019-11-17,136.0,160.0
35,2019-11-19,2019-12-20,160.0,58.0
36,2019-01-10,2019-01-29,10.0,96.0
36,2019-02-06,2019-02-19,96.0,10.0
36,2019-02-20,2019-02-27,10.0,140.0
36,2019-03-02,2019-03-08,140.0,10.0
36,2019-03-11,2019-03-26,10.0,96.0
36,2019-04-03,2019-04-18,96.0,10.0
36,2019-04-23,2019-05-07,10.0,96.0
36,2019-05-08,2019-05-26,96.0,97.0
36,2019-05-29,2019-07-07,97.0,115.0
36,2019-07-08,2019-07-11,115.0,121.0
36,2019-07-12,2019-07-21,121.0,99.0
36,2019-07-22,2019-07-31,99.0,30.0
36,2019-08-01,2019-08-10,30.0,115.0
36,2019-08-10,2019-08-26,115.0,99.0
36,2019-08-27,2019-09-04,99.0,157.0
36,2019-09-04,2019-09-27,157.0,111.0
36,2019-09-28,2019-11-01,111.0,59.0
36,2019-11-02,2019-11-09,59.0,115.0
36,2019-11-09,2019-11-13,115.0,76.0
36,2019-11-15,2019-11-28,76.0,104.0
36,2019-11-30,2019-12-11,104.0,13.0
36,2019-12-14,2019-12-25,13.0,73.0
37,2019-01-01,2019-02-27,21.0,121.0
37,2019-02-28,2019-03-31,121.0,10.0
37,2019-04-01,2019-04-13,10.0,20.0
37,2019-04-13,2019-04-28,20.0,91.0
37,2019-04-29,2019-05-27,91.0,126.0
37,2019-05-28,2019-06-05,126.0,54.0
37,2019-07-08,2019-08-07,54.0,57.0
37,2019-08-10,2019-08-22,57.0,140.0
37,2019-08-24,2019-09-06,140.0,138.0
37,2019-09-09,2019-10-06,138.0,126.0
37,2019-10-07,2019-11-03,126.0,160.0
37,2019-11-04,2019-11-19,160.0,36.0
37,2019-11-20,2019-12-04,36.0,165.0
38,2019-01-01,2019-01-04,24.0,82.0
38,2019-01-05,2019-01-12,82.0,36.0
38,2019-01-19,2019-01-30,36.0,53.0
38,2019-01-31,2019-02-03,53.0,140.0
38,2019-02-04,2019-02-21,140.0,138.0
38,2019-02-23,2019-03-19,138.0,140.0
38,2019-03-22,2019-03-24,140.0,53.0
38,2019-03-25,2019-04-22,53.0,54.0
38,2019-04-27,2019-05-10,54.0,100.0
38,2019-05-11,2019-05-21,100.0,22.0
38,2019-05-21,2019-06-11,22.0,100.0
38,2019-06-13,2019-06-22,100.0,51.0
38,2019-06-23,2019-06-26,51.0,34.0
38,2019-06-28,2019-09-11,34.0,54.0
38,2019-09-27,2019-09-28,54.0,115.0
38,2019-11-10,2019-11-17,115.0,100.0
38,2019-11-20,2019-12-03,100.0,22.0
38,2019-12-05,2019-12-17,22.0,100.0
38,2019-12-19,2019-12-24,100.0,7.0
39,2019-01-03,2019-02-22,57.0,91.0
39,2019-02-24,2019-03-22,91.0,13.0
39,2019-03-23,2019-04-06,13.0,104.0
39,2019-04-07,2019-04-20,104.0,65.0
39,2019-04-21,2019-05-04,65.0,104.0
39,2019-05-05,2019-05-18,104.0,13.0
39,2019-05-19,2019-05-28,13.0,99.0
39,2019-06-02,2019-06-12,99.0,40.0
39,2019-06-13,2019-07-15,40.0,160.0
39,2019-07-17,2019-08-03,160.0,15.0
39,2019-08-10,2019-08-26,15.0,91.0
39,2019-08-28,2019-09-17,91.0,115.0
39,2019-09-17,2019-09-23,115.0,29.0
39,2019-09-24,2019-10-30,29.0,138.0
39,2019-10-31,2019-11-14,138.0,33.0
39,2019-11-20,2019-12-08,33.0,160.0
40,2019-01-17,2019-02-13,82.0,20.0
40,2019-02-14,2019-02-27,20.0,10.0
40,2019-02-28,2019-03-21,10.0,37.0
40,2019-03-22,2019-04-08,37.0,115.0
40,2019-04-13,2019-04-19,115.0,32.0
40,2019-04-20,2019-04-30,32.0,115.0
40,2019-05-04,2019-05-11,115.0,99.0
40,2019-05-13,2019-05-27,99.0,18.0
40,2019-05-29,2019-06-11,18.0,73.0
40,2019-06-12,2019-06-18,73.0,115.0
40,2019-06-23,2019-06-30,115.0,11.0
40,2019-07-01,2019-07-11,11.0,99.0
40,2019-07-12,2019-07-24,99.0,139.0
40,2019-07-25,2019-08-16,139.0,10.0
40,2019-08-17,2019-09-15,10.0,45.0
40,2019-09-16,2019-10-17,45.0,138.0
40,2019-10-19,2019-11-19,138.0,34.0
40,2019-11-20,2019-11-22,34.0,58.0
40,2019-11-22,2019-12-03,58.0,99.0
40,2019-12-06,2019-12-16,99.0,38.0
41,2019-01-21,2019-02-10,72.0,34.0
41,2019-02-12,2019-02-26,34.0,72.0
41,2019-03-18,2019-03-30,72.0,104.0
41,2019-04-04,2019-04-15,104.0,13.0
41,2019-04-17,2019-04-29,13.0,104.0
41,2019-05-02,2019-05-13,104.0,88.0
41,2019-05-15,2019-05-25,88.0,99.0
41,2019-05-26,2019-05-27,99.0,32.0
41,2019-05-28,2019-06-04,32.0,121.0
41,2019-06-10,2019-06-17,121.0,32.0
41,2019-06-23,2019-06-23,32.0,99.0
41,2019-06-25,2019-06-29,99.0,115.0
41,2019-07-01,2019-07-23,115.0,57.0
41,2019-07-24,2019-08-22,57.0,70.0
41,2019-08-25,2019-08-25,70.0,149.0
41,2019-08-27,2019-09-07,149.0,104.0
41,2019-09-08,2019-09-19,104.0,154.0
41,2019-09-20,2019-10-02,154.0,104.0
41,2019-10-03,2019-10-17,104.0,149.0
41,2019-10-19,2019-11-14,149.0,10.0
41,2019-11-16,2019-12-11,10.0,35.0
42,2019-01-02,2019-02-25,54.0,80.0
42,2019-02-26,2019-03-19,80.0,10.0
42,2019-03-25,2019-04-05,10.0,140.0
42,2019-04-07,2019-04-13,140.0,10.0
42,2019-04-24,2019-04-26,10.0,19.0
42,2019-04-27,2019-04-28,19.0,10.0
42,2019-04-30,2019-05-02,10.0,19.0
42,2019-05-03,2019-05-05,19.0,10.0
42,2019-05-06,2019-05-13,10.0,19.0
42,2019-05-16,2019-05-18,19.0,10.0
42,2019-05-24,2019-05-26,10.0,19.0
42,2019-05-27,2019-05-29,19.0,10.0
42,2019-06-01,2019-06-20,10.0,31.0
42,2019-06-21,2019-07-03,31.0,10.0
42,2019-07-08,2019-07-23,10.0,31.0
42,2019-07-24,2019-08-05,31.0,10.0
42,2019-08-07,2019-08-10,10.0,19.0
42,2019-08-12,2019-08-14,19.0,10.0
42,2019-08-21,2019-09-01,10.0,20.0
42,2019-09-01,2019-09-04,20.0,144.0
42,2019-09-04,2019-09-14,144.0,46.0
42,2019-09-20,2019-10-06,46.0,10.0
42,2019-10-17,2019-11-22,10.0,115.0
42,2019-11-23,2019-11-25,115.0,54.0
42,2019-11-29,2019-12-02,54.0,121.0
43,2019-03-26,2019-04-29,51.0,97.0
43,2019-04-30,2019-05-14,97.0,67.0
43,2019-06-08,2019-07-04,67.0,97.0
43,2019-07-05,2019-08-06,97.0,51.0
43,2019-08-07,2019-09-18,51.0,97.0
43,2019-09-19,2019-10-31,97.0,23.0
43,2019-11-01,2019-11-24,23.0,10.0
44,2019-02-14,2019-02-25,72.0,104.0
44,2019-02-28,2019-03-10,104.0,13.0
44,2019-03-12,2019-03-28,13.0,104.0
44,2019-03-29,2019-04-07,104.0,13.0
44,2019-04-12,2019-04-26,13.0,99.0
44,2019-04-27,2019-05-07,99.0,58.0
44,2019-05-08,2019-05-17,58.0,73.0
44,2019-05-18,2019-05-23,73.0,115.0
44,2019-05-24,2019-05-25,115.0,54.0
44,2019-06-03,2019-06-07,54.0,7.0
44,2019-06-07,2019-06-22,7.0,104.0
44,2019-06-23,2019-07-04,104.0,13.0
44,2019-07-09,2019-08-04,13.0,138.0
44,2019-08-07,2019-09-15,138.0,114.0
44,2019-09-17,2019-10-09,114.0,91.0
44,2019-10-11,2019-10-31,91.0,115.0
44,2019-10-31,2019-11-09,115.0,30.0
44,2019-11-10,2019-11-23,30.0,73.0
44,2019-11-24,2019-12-09,73.0,154.0
45,2019-01-25,2019-02-06,58.0,32.0
45,2019-02-07,2019-02-20,32.0,70.0
45,2019-02-22,2019-04-23,70.0,23.0
45,2019-04-24,2019-05-26,23.0,138.0
45,2019-08-21,2019-09-23,138.0,45.0
45,2019-09-25,2019-10-20,45.0,91.0
45,2019-10-22,2019-11-16,91.0,154.0
45,2019-11-17,2019-11-30,154.0,104.0
45,2019-12-02,2019-12-13,104.0,13.0
46,2019-01-12,2019-01-21,156.0,30.0
46,2019-01-22,2019-02-07,30.0,92.0
46,2019-02-17,2019-02-25,92.0,30.0
46,2019-02-26,2019-03-08,30.0,156.0
46,2019-04-13,2019-05-10,156.0,115.0
46,2019-05-13,2019-06-02,115.0,60.0
46,2019-06-05,2019-06-14,60.0,156.0
46,2019-06-15,2019-06-24,156.0,139.0
46,2019-06-25,2019-07-07,139.0,121.0
46,2019-07-08,2019-08-01,121.0,91.0
46,2019-08-03,2019-08-22,91.0,83.0
46,2019-08-23,2019-08-27,83.0,165.0
46,2019-09-12,2019-10-08,165.0,87.0
46,2019-10-09,2019-10-19,87.0,91.0
46,2019-10-21,2019-11-18,91.0,88.0
46,2019-11-19,2019-12-13,88.0,149.0
46,2019-12-14,2019-12-28,149.0,104.0
47,2019-01-01,2019-01-15,10.0,15.0
47,2019-01-17,2019-02-24,15.0,138.0
47,2019-02-25,2019-03-14,138.0,136.0
47,2019-03-16,2019-03-25,136.0,46.0
47,2019-04-13,2019-04-20,46.0,36.0
47,2019-04-23,2019-05-18,36.0,138.0
47,2019-05-20,2019-06-04,138.0,102.0
47,2019-06-05,2019-06-14,102.0,37.0
47,2019-06-14,2019-06-24,37.0,126.0
47,2019-06-26,2019-07-27,126.0,138.0
47,2019-07-28,2019-08-10,138.0,120.0
47,2019-08-11,2019-08-25,120.0,138.0
47,2019-08-26,2019-09-12,138.0,36.0
47,2019-09-17,2019-10-14,36.0,115.0
47,2019-10-15,2019-10-24,115.0,11.0
47,2019-10-26,2019-11-28,11.0,10.0
47,2019-11-30,2019-12-05,10.0,19.0
47,2019-12-07,2019-12-14,19.0,160.0
48,2019-01-19,2019-01-29,98.0,54.0
48,2019-03-19,2019-03-30,54.0,99.0
48,2019-03-31,2019-04-10,99.0,74.0
48,2019-04-12,2019-04-22,74.0,99.0
48,2019-05-01,2019-05-13,99.0,74.0
48,2019-05-15,2019-05-19,74.0,115.0
48,2019-05-19,2019-05-26,115.0,99.0
48,2019-06-05,2019-06-14,99.0,65.0
48,2019-06-16,2019-06-28,65.0,104.0
48,2019-06-29,2019-07-11,104.0,13.0
48,2019-07-13,2019-07-25,13.0,104.0
48,2019-07-26,2019-08-06,104.0,13.0
48,2019-08-08,2019-08-19,13.0,99.0
48,2019-08-22,2019-08-31,99.0,111.0
48,2019-09-01,2019-09-13,111.0,104.0
48,2019-09-14,2019-09-25,104.0,115.0
48,2019-09-27,2019-10-22,115.0,91.0
48,2019-10-23,2019-11-14,91.0,35.0
48,2019-11-15,2019-11-18,35.0,114.0
49,2019-01-01,2019-01-05,21.0,88.0
49,2019-01-07,2019-01-15,88.0,115.0
49,2019-01-16,2019-03-06,115.0,138.0
49,2019-03-07,2019-04-08,138.0,126.0
49,2019-04-09,2019-05-18,126.0,10.0
49,2019-05-30,2019-06-07,10.0,160.0
49,2019-06-08,2019-06-21,160.0,36.0
49,2019-06-23,2019-07-09,36.0,160.0
49,2019-07-10,2019-07-24,160.0,144.0
49,2019-07-25,2019-08-14,144.0,160.0
49,2019-08-15,2019-08-29,160.0,144.0
49,2019-09-01,2019-09-17,144.0,160.0
49,2019-09-19,2019-10-01,160.0,36.0
49,2019-10-04,2019-10-16,36.0,175.0
49,2019-10-17,2019-11-04,175.0,27.0
49,2019-11-06,2019-11-19,27.0,138.0
50,2019-03-28,2019-04-11,72.0,92.0
50,2019-04-14,2019-04-19,92.0,121.0
50,2019-04-21,2019-05-01,121.0,32.0
50,2019-05-01,2019-05-06,32.0,115.0
50,2019-05-09,2019-05-23,115.0,104.0
50,2019-05-24,2019-06-05,104.0,13.0
50,2019-06-06,2019-06-18,13.0,104.0
50,2019-06-20,2019-07-01,104.0,76.0
50,2019-07-02,2019-07-11,76.0,32.0
50,2019-07-11,2019-07-18,32.0,54.0
50,2019-07-20,2019-07-21,54.0,115.0
50,2019-07-22,2019-08-13,115.0,91.0
50,2019-08-14,2019-08-29,91.0,140.0
50,2019-08-31,2019-09-18,140.0,138.0
50,2019-09-21,2019-10-31,138.0,35.0
50,2019-11-01,2019-11-13,35.0,37.0
50,2019-11-14,2019-11-28,37.0,115.0
51,2019-04-18,2019-05-22,51.0,97.0
51,2019-05-23,2019-06-19,97.0,143.0
51,2019-06-20,2019-06-30,143.0,21.0
51,2019-07-04,2019-07-15,21.0,100.0
51,2019-07-16,2019-07-28,100.0,72.0
51,2019-07-30,2019-08-14,72.0,54.0
51,2019-08-27,2019-08-28,54.0,115.0
51,2019-09-30,2019-10-21,115.0,57.0
51,2019-10-23,2019-11-24,57.0,149.0
52,2019-02-03,2019-04-14,23.0,104.0
52,2019-04-16,2019-04-28,104.0,13.0
52,2019-05-01,2019-05-13,13.0,104.0
52,2019-05-14,2019-05-25,104.0,13.0
52,2019-05-29,2019-06-06,13.0,32.0
52,2019-06-07,2019-06-12,32.0,115.0
52,2019-06-16,2019-06-23,115.0,99.0
52,2019-06-24,2019-06-25,99.0,32.0
52,2019-08-03,2019-08-17,32.0,30.0
52,2019-08-18,2019-08-29,30.0,104.0
52,2019-08-30,2019-09-16,104.0,13.0
52,2019-09-25,2019-10-06,13.0,32.0
52,2019-10-07,2019-10-14,32.0,121.0
52,2019-10-15,2019-11-07,121.0,57.0
52,2019-11-08,2019-12-08,57.0,70.0
53,2019-01-09,2019-01-19,104.0,76.0
53,2019-01-20,2019-02-04,76.0,104.0
53,2019-02-05,2019-02-18,104.0,13.0
53,2019-02-19,2019-03-05,13.0,104.0
53,2019-03-06,2019-03-16,104.0,13.0
53,2019-03-24,2019-04-09,13.0,104.0
53,2019-04-10,2019-04-24,104.0,13.0
53,2019-04-26,2019-05-06,13.0,32.0
53,2019-05-07,2019-05-12,32.0,115.0
53,2019-05-16,2019-05-23,115.0,32.0
53,2019-05-24,2019-06-03,32.0,38.0
53,2019-06-03,2019-06-15,38.0,104.0
53,2019-06-17,2019-06-29,104.0,149.0
53,2019-07-02,2019-07-12,149.0,32.0
53,2019-07-13,2019-07-18,32.0,115.0
53,2019-07-20,2019-07-25,115.0,7.0
53,2019-07-26,2019-08-24,7.0,10.0
53,2019-08-25,2019-09-02,10.0,83.0
53,2019-09-08,2019-09-10,83.0,138.0
53,2019-09-12,2019-11-17,138.0,165.0
53,2019-11-24,2019-12-07,165.0,33.0
53,2019-12-12,2019-12-27,33.0,165.0
54,2019-01-07,2019-01-15,92.0,70.0
54,2019-01-16,2019-01-16,70.0,149.0
54,2019-01-18,2019-02-01,149.0,104.0
54,2019-02-02,2019-02-14,104.0,149.0
54,2019-02-15,2019-02-26,149.0,104.0
54,2019-02-27,2019-03-10,104.0,70.0
54,2019-03-11,2019-03-11,70.0,149.0
54,2019-03-13,2019-03-25,149.0,104.0
54,2019-03-27,2019-04-06,104.0,149.0
54,2019-04-08,2019-04-11,149.0,34.0
54,2019-04-12,2019-04-29,34.0,92.0
54,2019-04-30,2019-05-07,92.0,34.0
54,2019-05-09,2019-05-12,34.0,7.0
54,2019-05-13,2019-05-30,7.0,73.0
54,2019-05-31,2019-06-14,73.0,22.0
54,2019-06-16,2019-07-02,22.0,54.0
54,2019-07-21,2019-07-27,54.0,92.0
54,2019-07-29,2019-08-10,92.0,29.0
54,2019-08-11,2019-08-16,29.0,54.0
54,2019-09-07,2019-09-08,54.0,115.0
54,2019-09-19,2019-09-25,115.0,92.0
54,2019-09-28,2019-10-10,92.0,149.0
54,2019-10-11,2019-10-23,149.0,92.0
54,2019-10-24,2019-11-07,92.0,29.0
55,2019-01-18,2019-01-30,33.0,10.0
55,2019-02-21,2019-03-05,10.0,96.0
55,2019-03-06,2019-03-20,96.0,10.0
55,2019-03-24,2019-03-30,10.0,97.0
55,2019-04-01,2019-04-11,97.0,136.0
55,2019-04-12,2019-04-27,136.0,97.0
55,2019-04-28,2019-05-17,97.0,140.0
55,2019-05-19,2019-05-24,140.0,31.0
55,2019-05-26,2019-06-10,31.0,138.0
55,2019-06-11,2019-07-10,138.0,38.0
55,2019-07-11,2019-07-13,38.0,72.0
55,2019-07-14,2019-08-12,72.0,160.0
55,2019-08-13,2019-08-25,160.0,120.0
55,2019-08-26,2019-09-06,120.0,160.0
55,2019-09-07,2019-09-18,160.0,19.0
55,2019-09-20,2019-09-22,19.0,10.0
55,2019-09-25,2019-10-07,10.0,19.0
55,2019-10-08,2019-10-12,19.0,160.0
55,2019-10-24,2019-11-27,160.0,30.0
56,2019-01-01,2019-01-16,91.0,83.0
56,2019-01-17,2019-02-19,83.0,136.0
56,2019-02-24,2019-03-07,136.0,10.0
56,2019-03-09,2019-03-20,10.0,20.0
56,2019-03-23,2019-04-02,20.0,10.0
56,2019-04-07,2019-04-16,10.0,20.0
56,2019-04-17,2019-04-26,20.0,10.0
56,2019-04-28,2019-05-10,10.0,20.0
56,2019-05-12,2019-05-24,20.0,10.0
56,2019-06-02,2019-06-18,10.0,31.0
56,2019-06-19,2019-07-01,31.0,10.0
56,2019-07-03,2019-07-19,10.0,31.0
56,2019-07-20,2019-08-01,31.0,10.0
56,2019-08-02,2019-08-08,10.0,93.0
56,2019-08-09,2019-08-19,93.0,10.0
56,2019-09-02,2019-09-14,10.0,56.0
56,2019-09-16,2019-09-20,56.0,36.0
56,2019-09-20,2019-10-02,36.0,10.0
56,2019-10-03,2019-10-17,10.0,24.0
56,2019-10-19,2019-11-01,24.0,10.0
56,2019-11-03,2019-11-15,10.0,105.0
56,2019-11-16,2019-11-18,105.0,10.0
56,2019-11-20,2019-12-01,10.0,136.0
57,2019-01-24,2019-01-24,72.0,34.0
57,2019-02-03,2019-02-06,34.0,72.0
57,2019-03-15,2019-04-16,72.0,97.0
57,2019-04-22,2019-05-21,97.0,115.0
57,2019-05-21,2019-05-28,115.0,30.0
57,2019-05-30,2019-06-15,30.0,59.0
57,2019-06-16,2019-06-23,59.0,115.0
57,2019-06-24,2019-06-30,115.0,111.0
57,2019-07-01,2019-07-12,111.0,156.0
57,2019-07-15,2019-07-25,156.0,30.0
57,2019-07-26,2019-08-06,30.0,99.0
57,2019-08-12,2019-08-16,99.0,54.0
57,2019-08-20,2019-08-21,54.0,115.0
57,2019-08-23,2019-08-24,115.0,54.0
57,2019-08-28,2019-09-04,54.0,22.0
57,2019-09-06,2019-09-16,22.0,32.0
57,2019-09-19,2019-09-24,32.0,115.0
57,2019-09-27,2019-10-20,115.0,59.0
57,2019-10-21,2019-11-05,59.0,35.0
57,2019-11-07,2019-11-12,35.0,23.0
57,2019-11-14,2019-11-23,23.0,84.0
57,2019-11-24,2019-12-10,84.0,138.0
58,2019-01-17,2019-01-26,160.0,138.0
58,2019-03-12,2019-04-05,138.0,102.0
58,2019-04-06,2019-04-21,102.0,138.0
58,2019-04-23,2019-05-05,138.0,102.0
58,2019-05-06,2019-05-25,102.0,10.0
58,2019-05-28,2019-06-09,10.0,31.0
58,2019-06-10,2019-06-28,31.0,160.0
58,2019-06-29,2019-07-12,160.0,140.0
58,2019-07-17,2019-07-29,140.0,160.0
58,2019-07-30,2019-08-16,160.0,136.0
58,2019-08-18,2019-09-01,136.0,160.0
58,2019-09-03,2019-10-15,160.0,51.0
58,2019-10-16,2019-11-14,51.0,138.0
58,2019-11-17,2019-11-30,138.0,136.0
58,2019-12-02,2019-12-20,136.0,138.0
59,2019-03-01,2019-04-06,51.0,97.0
59,2019-04-07,2019-05-06,97.0,51.0
59,2019-05-06,2019-06-08,51.0,160.0
59,2019-06-10,2019-06-29,160.0,31.0
59,2019-07-04,2019-07-19,31.0,97.0
59,2019-07-20,2019-08-09,97.0,140.0
59,2019-08-10,2019-08-19,140.0,31.0
59,2019-08-20,2019-09-15,31.0,160.0
60,2019-01-10,2019-02-01,126.0,57.0
60,2019-02-02,2019-03-03,57.0,84.0
60,2019-03-04,2019-03-27,84.0,101.0
60,2019-04-15,2019-04-17,101.0,114.0
60,2019-04-26,2019-05-22,114.0,10.0
60,2019-05-27,2019-06-24,10.0,115.0
60,2019-06-26,2019-07-22,115.0,104.0
60,2019-07-23,2019-08-07,104.0,65.0
60,2019-08-07,2019-08-22,65.0,104.0
60,2019-08-23,2019-09-10,104.0,18.0
60,2019-09-10,2019-10-12,18.0,55.0
60,2019-10-13,2019-11-15,55.0,34.0
61,2019-01-15,2019-01-30,104.0,76.0
61,2019-01-31,2019-02-03,76.0,13.0
61,2019-02-04,2019-03-04,13.0,91.0
61,2019-03-04,2019-03-27,91.0,83.0
61,2019-03-28,2019-03-30,83.0,138.0
61,2019-04-12,2019-05-05,138.0,84.0
61,2019-05-10,2019-05-25,84.0,10.0
61,2019-05-29,2019-06-11,10.0,134.0
61,2019-06-16,2019-07-12,134.0,149.0
61,2019-07-13,2019-07-27,149.0,177.0
61,2019-07-29,2019-08-09,177.0,38.0
61,2019-08-10,2019-08-24,38.0,104.0
61,2019-08-26,2019-09-13,104.0,13.0
61,2019-09-14,2019-09-16,13.0,7.0
61,2019-09-17,2019-09-28,7.0,99.0
61,2019-09-29,2019-10-13,99.0,111.0
61,2019-10-14,2019-11-11,111.0,138.0
61,2019-11-16,2019-11-16,138.0,165.0
61,2019-11-17,2019-12-13,165.0,138.0
62,2019-01-09,2019-01-14,54.0,80.0
62,2019-01-18,2019-01-27,80.0,154.0
62,2019-01-28,2019-02-05,154.0,54.0
62,2019-02-22,2019-03-03,54.0,156.0
62,2019-03-05,2019-03-15,156.0,7.0
62,2019-03-16,2019-03-23,7.0,54.0
62,2019-03-29,2019-05-01,54.0,160.0
62,2019-05-01,2019-05-02,160.0,138.0
62,2019-05-04,2019-05-29,138.0,34.0
62,2019-05-30,2019-06-20,34.0,84.0
62,2019-06-21,2019-07-09,84.0,159.0
62,2019-07-10,2019-07-17,159.0,136.0
62,2019-07-18,2019-07-26,136.0,159.0
62,2019-07-27,2019-08-03,159.0,136.0
62,2019-08-06,2019-09-06,136.0,159.0
62,2019-09-07,2019-09-15,159.0,136.0
62,2019-09-15,2019-09-15,136.0,33.0
62,2019-09-16,2019-09-26,33.0,159.0
62,2019-09-27,2019-10-05,159.0,153.0
62,2019-10-06,2019-10-16,153.0,159.0
62,2019-10-17,2019-10-27,159.0,136.0
62,2019-10-28,2019-10-28,136.0,33.0
62,2019-10-29,2019-11-06,33.0,159.0
62,2019-11-07,2019-11-15,159.0,102.0
62,2019-11-16,2019-11-17,102.0,153.0
62,2019-11-19,2019-12-21,153.0,18.0
63,2019-01-01,2019-01-09,21.0,111.0
63,2019-01-10,2019-01-19,111.0,104.0
63,2019-01-20,2019-01-31,104.0,149.0
63,2019-02-02,2019-02-22,149.0,156.0
63,2019-02-24,2019-03-07,156.0,13.0
63,2019-03-08,2019-03-18,13.0,115.0
63,2019-03-19,2019-03-29,115.0,99.0
63,2019-03-29,2019-04-02,99.0,115.0
63,2019-04-05,2019-05-07,115.0,97.0
63,2019-05-09,2019-05-16,97.0,20.0
63,2019-05-17,2019-06-03,20.0,138.0
63,2019-06-04,2019-06-16,138.0,120.0
63,2019-06-17,2019-06-30,120.0,138.0
63,2019-07-02,2019-07-14,138.0,170.0
63,2019-07-15,2019-08-03,170.0,160.0
63,2019-08-04,2019-09-03,160.0,11.0
63,2019-09-04,2019-10-06,11.0,160.0
63,2019-10-07,2019-10-20,160.0,16.0
63,2019-10-21,2019-11-02,16.0,97.0
63,2019-11-03,2019-11-16,97.0,16.0
63,2019-11-17,2019-11-27,16.0,97.0
63,2019-11-28,2019-12-10,97.0,15.0
64,2019-05-19,2019-05-19,130.0,108.0
64,2019-05-24,2019-06-02,108.0,130.0
64,2019-07-04,2019-07-06,130.0,34.0
64,2019-07-07,2019-07-22,34.0,32.0
64,2019-07-24,2019-08-16,32.0,152.0
64,2019-08-17,2019-08-25,152.0,100.0
64,2019-08-26,2019-09-04,100.0,30.0
64,2019-09-05,2019-10-10,30.0,175.0
64,2019-10-11,2019-11-10,175.0,30.0
64,2019-11-12,2019-12-20,30.0,7.0
64,2019-12-21,2019-12-25,7.0,70.0
65,2019-01-01,2019-01-01,58.0,38.0
65,2019-01-02,2019-02-08,38.0,138.0
65,2019-02-09,2019-03-07,138.0,11.0
65,2019-03-08,2019-03-18,11.0,115.0
65,2019-03-21,2019-03-22,115.0,54.0
65,2019-04-30,2019-05-13,54.0,156.0
65,2019-05-14,2019-05-24,156.0,22.0
65,2019-05-25,2019-06-13,22.0,104.0
65,2019-06-19,2019-07-01,104.0,88.0
65,2019-07-02,2019-07-31,88.0,138.0
65,2019-08-01,2019-08-15,138.0,20.0
65,2019-08-16,2019-08-28,20.0,160.0
65,2019-08-29,2019-09-15,160.0,144.0
65,2019-09-16,2019-09-17,144.0,95.0
65,2019-09-20,2019-10-07,95.0,138.0
65,2019-10-08,2019-11-04,138.0,134.0
65,2019-11-05,2019-12-01,134.0,160.0
66,2019-07-24,2019-07-24,152.0,65.0
66,2019-07-29,2019-08-04,65.0,152.0
66,2019-08-10,2019-08-27,152.0,115.0
66,2019-08-29,2019-09-06,115.0,99.0
66,2019-09-07,2019-09-07,99.0,32.0
66,2019-09-08,2019-09-19,32.0,51.0
66,2019-09-21,2019-10-08,51.0,104.0
66,2019-10-09,2019-10-19,104.0,65.0
66,2019-10-21,2019-10-30,65.0,32.0
66,2019-10-31,2019-11-18,32.0,58.0
67,2019-01-12,2019-01-14,121.0,115.0
67,2019-01-15,2019-02-03,115.0,70.0
67,2019-02-04,2019-02-17,70.0,32.0
67,2019-02-22,2019-02-27,32.0,115.0
67,2019-03-06,2019-03-19,115.0,104.0
67,2019-03-22,2019-04-03,104.0,13.0
67,2019-04-06,2019-04-18,13.0,104.0
67,2019-04-21,2019-05-03,104.0,13.0
67,2019-05-06,2019-05-16,13.0,32.0
67,2019-05-17,2019-05-22,32.0,115.0
67,2019-05-25,2019-05-30,115.0,99.0
67,2019-06-10,2019-06-24,99.0,40.0
67,2019-06-25,2019-07-06,40.0,99.0
67,2019-07-08,2019-07-15,99.0,154.0
67,2019-07-16,2019-07-24,154.0,32.0
67,2019-07-25,2019-07-25,32.0,99.0
67,2019-07-28,2019-08-03,99.0,115.0
67,2019-08-07,2019-08-12,115.0,32.0
67,2019-08-13,2019-08-18,32.0,115.0
67,2019-08-24,2019-08-30,115.0,32.0
67,2019-08-31,2019-09-05,32.0,115.0
67,2019-09-11,2019-09-18,115.0,99.0
67,2019-09-21,2019-09-22,99.0,32.0
67,2019-09-23,2019-09-30,32.0,115.0
67,2019-10-05,2019-10-18,115.0,104.0
67,2019-10-21,2019-11-07,104.0,149.0
67,2019-11-08,2019-11-20,149.0,99.0
67,2019-11-21,2019-11-21,99.0,32.0
67,2019-11-22,2019-12-02,32.0,34.0
67,2019-12-03,2019-12-06,34.0,70.0
67,2019-12-08,2019-12-21,70.0,104.0
68,2019-01-08,2019-01-21,104.0,168.0
68,2019-01-23,2019-02-08,168.0,104.0
68,2019-02-10,2019-02-27,104.0,149.0
68,2019-03-01,2019-03-13,149.0,104.0
68,2019-03-15,2019-03-29,104.0,90.0
68,2019-04-01,2019-04-02,90.0,54.0
68,2019-04-03,2019-04-17,54.0,104.0
68,2019-04-20,2019-05-03,104.0,168.0
68,2019-05-11,2019-05-25,168.0,104.0
68,2019-05-26,2019-06-10,104.0,90.0
68,2019-06-14,2019-06-16,90.0,54.0
68,2019-06-17,2019-06-19,54.0,90.0
68,2019-06-26,2019-07-11,90.0,104.0
